Date,Open,High,Low,Close,Adj Close,Volume,Name
2021-12-01,82.63999938964844,84.45999908447266,82.04000091552734,82.4000015258789,80.04410552978516,1254400,ES
2021-12-02,82.73999786376953,83.80000305175781,82.2300033569336,83.08000183105469,80.70466613769531,1285200,ES
2021-12-03,83.73999786376953,85.38999938964844,82.72000122070312,85.30000305175781,82.8612060546875,1554600,ES
2021-12-06,85.6500015258789,87.2300033569336,85.51000213623047,86.13999938964844,83.67718505859375,1672300,ES
2021-12-07,85.77999877929688,87.4800033569336,85.55000305175781,87.30000305175781,84.80401611328125,1541200,ES
2021-12-08,87.41000366210938,87.81999969482422,86.6500015258789,87.3499984741211,84.85257720947266,1416200,ES
2021-12-09,87.41000366210938,88.18000030517578,86.20999908447266,87.52999877929688,85.02743530273438,1314100,ES
2021-12-10,87.75,88.16000366210938,87.16999816894531,87.87999725341797,85.36742401123047,973200,ES
2021-12-13,87.69999694824219,89.80000305175781,87.43000030517578,89.26000213623047,86.7079849243164,1901600,ES
2021-12-14,89.45999908447266,89.88999938964844,88.69999694824219,89.26000213623047,86.7079849243164,1078200,ES
2021-12-15,89.5199966430664,90.9800033569336,89.37999725341797,90.87000274658203,88.27195739746094,1620100,ES
2021-12-16,90.2699966430664,91.16999816894531,89.77999877929688,90.91000366210938,88.90074157714844,1203500,ES
2021-12-17,90.76000213623047,91.41000366210938,89.05999755859375,89.4000015258789,87.42411041259766,2971200,ES
2021-12-20,88.80999755859375,89.76000213623047,88.02999877929688,89.66999816894531,87.68814086914062,1011500,ES
2021-12-21,90.18000030517578,90.6500015258789,88.56999969482422,88.95999908447266,86.99382781982422,874000,ES
2021-12-22,88.80999755859375,89.58999633789062,88.58999633789062,89.3499984741211,87.37520599365234,1091800,ES
2021-12-23,89.37000274658203,90.08999633789062,89.20999908447266,89.44000244140625,87.46321868896484,779700,ES
2021-12-27,89.80000305175781,89.87999725341797,88.83999633789062,89.22000122070312,87.24809265136719,819700,ES
2021-12-28,89.25,90.13999938964844,89.08000183105469,90.05999755859375,88.06951904296875,550200,ES
2021-12-29,90.1500015258789,90.63999938964844,89.75,90.61000061035156,88.60736083984375,577500,ES
2021-12-30,90.93000030517578,91.41999816894531,90.05999755859375,91.13999938964844,89.12564849853516,820300,ES
2021-12-31,91.05999755859375,91.45999908447266,90.22000122070312,90.9800033569336,88.96919250488281,980200,ES
2022-01-03,90.68000030517578,90.8499984741211,88.37999725341797,89.12999725341797,87.16006469726562,1484600,ES
2022-01-04,88.9000015258789,90.33000183105469,88.3499984741211,88.38999938964844,86.4364242553711,1861700,ES
2022-01-05,88.16000366210938,90.38999938964844,88.16000366210938,89.2300033569336,87.25785827636719,1180200,ES
2022-01-06,89.3499984741211,89.83000183105469,88.5199966430664,88.9000015258789,86.93516540527344,1146400,ES
2022-01-07,88.95999908447266,90.2300033569336,88.19999694824219,89.66000366210938,87.67835998535156,1043800,ES
2022-01-10,88.61000061035156,89.58000183105469,88.16000366210938,88.98999786376953,87.02316284179688,1537100,ES
2022-01-11,89.05999755859375,89.45999908447266,85.83000183105469,86.62999725341797,84.71533203125,1902800,ES
2022-01-12,86.20999908447266,87.72000122070312,85.7300033569336,87.48999786376953,85.55631256103516,1558200,ES
2022-01-13,87.75,88.29000091552734,86.77999877929688,88.06999969482422,86.12350463867188,1142800,ES
2022-01-14,87.9800033569336,88.18000030517578,86.5999984741211,87.37999725341797,85.44874572753906,1195900,ES
2022-01-18,86.8499984741211,87.0999984741211,84.91999816894531,86.80000305175781,84.88157653808594,1538200,ES
2022-01-19,86.58000183105469,87.87999725341797,86.41000366210938,86.87000274658203,84.95002746582031,945000,ES
2022-01-20,87.22000122070312,87.77999877929688,86.55000305175781,86.66999816894531,84.75444793701172,1087900,ES
2022-01-21,87.43000030517578,88.45999908447266,86.77999877929688,87.11000061035156,85.18472290039062,2010000,ES
2022-01-24,87.45999908447266,88.08000183105469,84.05000305175781,86.1500015258789,84.24594116210938,2821200,ES
2022-01-25,85.44000244140625,86.26000213623047,84.56999969482422,85.56999969482422,83.67875671386719,1411700,ES
2022-01-26,85.69000244140625,86.36000061035156,84.2300033569336,84.6500015258789,82.77909088134766,1953800,ES
2022-01-27,85.31999969482422,86.79000091552734,84.97000122070312,85.73999786376953,83.8449935913086,1104900,ES
2022-01-28,85.23999786376953,87.37000274658203,84.70999908447266,87.20999908447266,85.28250122070312,2593500,ES
2022-01-31,86.69999694824219,89.7300033569336,86.55999755859375,89.48999786376953,87.51211547851562,2298600,ES
2022-02-01,89.16000366210938,89.86000061035156,87.0999984741211,87.97000122070312,86.02571105957031,1931800,ES
2022-02-02,87.87000274658203,89.08000183105469,87.51000213623047,88.68000030517578,86.72001647949219,2037000,ES
2022-02-03,88.66000366210938,89.2699966430664,87.77999877929688,88.06999969482422,86.12350463867188,1970500,ES
2022-02-04,87.30000305175781,88.69000244140625,86.29000091552734,87.73999786376953,85.80078887939453,2426700,ES
2022-02-07,87.62999725341797,88.70999908447266,86.77999877929688,88.48999786376953,86.53421783447266,1568100,ES
2022-02-08,88.83999633789062,89.0,87.66000366210938,87.76000213623047,85.82035064697266,1911500,ES
2022-02-09,88.37000274658203,88.56999969482422,87.0199966430664,87.36000061035156,85.42919921875,1885500,ES
