Date,Open,High,Low,Close,Adj Close,Volume,Name
2021-12-01,213.27000427246094,215.89999389648438,209.08999633789062,209.1199951171875,204.8800811767578,1447200,CMI
2021-12-02,210.3800048828125,216.9499969482422,209.1199951171875,215.88999938964844,211.5128173828125,1589100,CMI
2021-12-03,216.80999755859375,219.52999877929688,215.39999389648438,217.02999877929688,212.6297149658203,1231100,CMI
2021-12-06,218.77000427246094,222.57000732421875,217.22000122070312,219.27000427246094,214.8242950439453,1187000,CMI
2021-12-07,220.94000244140625,222.38999938964844,219.44000244140625,219.77000427246094,215.3141632080078,768200,CMI
2021-12-08,220.0,221.4499969482422,219.14999389648438,220.80999755859375,216.33306884765625,651100,CMI
2021-12-09,219.38999938964844,220.4199981689453,217.41000366210938,219.5800018310547,215.1280059814453,859400,CMI
2021-12-10,221.17999267578125,221.5,217.47999572753906,218.10000610351562,213.6780242919922,756700,CMI
2021-12-13,217.19000244140625,217.9600067138672,215.02999877929688,216.1199951171875,211.73814392089844,1008500,CMI
2021-12-14,215.36000061035156,219.05999755859375,215.0,216.5800018310547,212.18882751464844,975700,CMI
2021-12-15,218.97000122070312,219.58999633789062,216.77999877929688,218.60000610351562,214.1678924560547,988000,CMI
2021-12-16,220.0,220.75999450683594,217.25,218.2899932861328,213.86416625976562,945200,CMI
2021-12-17,217.41000366210938,217.41000366210938,210.16000366210938,211.02999877929688,206.75135803222656,2441600,CMI
2021-12-20,208.32000732421875,209.08999633789062,203.3800048828125,206.99000549316406,202.7932891845703,1318300,CMI
2021-12-21,208.6199951171875,212.77999877929688,208.2100067138672,211.75999450683594,207.46656799316406,1038100,CMI
2021-12-22,212.19000244140625,212.58999633789062,210.44000244140625,210.9199981689453,206.64358520507812,755200,CMI
2021-12-23,212.3699951171875,214.57000732421875,211.2899932861328,213.97000122070312,209.63174438476562,649100,CMI
2021-12-27,213.41000366210938,216.3300018310547,213.17999267578125,216.2100067138672,211.82632446289062,480700,CMI
2021-12-28,215.47999572753906,218.85000610351562,215.47999572753906,217.52999877929688,213.1195831298828,539400,CMI
2021-12-29,217.4499969482422,219.67999267578125,217.0,218.72000122070312,214.2854461669922,559500,CMI
2021-12-30,219.32000732421875,220.57000732421875,217.66000366210938,217.83999633789062,213.42327880859375,444200,CMI
2021-12-31,217.02000427246094,219.1199951171875,217.02000427246094,218.13999938964844,213.7172088623047,668100,CMI
2022-01-03,218.7100067138672,220.77999877929688,218.27000427246094,219.52999877929688,215.07901000976562,864000,CMI
2022-01-04,221.52999877929688,228.63999938964844,220.75999450683594,227.91000366210938,223.2891387939453,1020700,CMI
2022-01-05,228.25,232.32000732421875,226.9199981689453,226.9499969482422,222.3485870361328,1494800,CMI
2022-01-06,229.0399932861328,233.0,227.75999450683594,230.19000244140625,225.52288818359375,1062000,CMI
2022-01-07,230.0,235.0,229.49000549316406,234.35000610351562,229.5985565185547,1311900,CMI
2022-01-10,235.50999450683594,236.39999389648438,229.39999389648438,231.3800048828125,226.6887664794922,1040300,CMI
2022-01-11,232.0,233.2100067138672,228.50999450683594,232.38999938964844,227.67828369140625,1026000,CMI
2022-01-12,232.52000427246094,233.83999633789062,230.0800018310547,231.66000366210938,226.9630889892578,762300,CMI
2022-01-13,232.1999969482422,238.0500030517578,232.1999969482422,235.97999572753906,231.1954803466797,782100,CMI
2022-01-14,234.1999969482422,237.72999572753906,232.97000122070312,237.5399932861328,232.72386169433594,999800,CMI
2022-01-18,235.7899932861328,237.14999389648438,232.5500030517578,236.0,231.21510314941406,1176000,CMI
2022-01-19,236.88999938964844,237.02000427246094,230.30999755859375,231.10000610351562,226.41444396972656,1253100,CMI
2022-01-20,231.27999877929688,232.5,225.94000244140625,226.72000122070312,222.1232452392578,1156500,CMI
2022-01-21,226.83999633789062,227.5,222.75,223.36000061035156,218.83135986328125,983800,CMI
2022-01-24,219.88999938964844,224.97000122070312,216.92999267578125,224.0,219.45838928222656,1584000,CMI
2022-01-25,221.1999969482422,229.1199951171875,215.24000549316406,226.66000366210938,222.064453125,1347800,CMI
2022-01-26,228.16000366210938,232.9499969482422,224.32000732421875,225.85000610351562,221.27088928222656,1564700,CMI
2022-01-27,227.75,230.10000610351562,222.25999450683594,224.0800018310547,219.53677368164062,794000,CMI
2022-01-28,222.2100067138672,222.86000061035156,214.2899932861328,220.99000549316406,216.5094451904297,1083300,CMI
2022-01-31,219.2100067138672,221.02000427246094,215.8000030517578,220.8800048828125,216.40167236328125,1108000,CMI
2022-02-01,220.3300018310547,226.47000122070312,219.97999572753906,225.52999877929688,220.95736694335938,933700,CMI
2022-02-02,225.39999389648438,226.57000732421875,221.8800048828125,226.47000122070312,221.87832641601562,1836100,CMI
2022-02-03,219.0,234.1999969482422,218.8000030517578,227.25,222.6425018310547,1838500,CMI
2022-02-04,226.16000366210938,230.85000610351562,222.69000244140625,228.60000610351562,223.9651336669922,1235900,CMI
2022-02-07,229.1199951171875,229.39999389648438,225.72999572753906,226.5399932861328,221.94688415527344,1267800,CMI
2022-02-08,228.1300048828125,229.3699951171875,220.44000244140625,223.50999450683594,218.97833251953125,1358200,CMI
2022-02-09,223.80999755859375,226.77999877929688,223.1199951171875,225.5,220.927978515625,1051200,CMI
2022-02-10,223.2899932861328,228.60000610351562,222.19000244140625,223.22000122070312,218.6942138671875,1007200,CMI
