Date,Open,High,Low,Close,Adj Close,Volume,Name
2021-12-01,41.529998779296875,41.779998779296875,40.18000030517578,40.209999084472656,39.65310287475586,8936400,KR
2021-12-02,42.459999084472656,45.68000030517578,41.72999954223633,44.650001525878906,44.031612396240234,26027500,KR
2021-12-03,45.0,45.119998931884766,42.939998626708984,43.43000030517578,42.82850646972656,12398500,KR
2021-12-06,43.88999938964844,45.58000183105469,43.54999923706055,45.11000061035156,44.4852409362793,10308200,KR
2021-12-07,45.08000183105469,45.650001525878906,44.900001525878906,45.06999969482422,44.44579315185547,6616200,KR
2021-12-08,45.06999969482422,45.59000015258789,42.09000015258789,42.810001373291016,42.217098236083984,18433300,KR
2021-12-09,42.90999984741211,43.83000183105469,42.88999938964844,43.68000030517578,43.07504653930664,8312900,KR
2021-12-10,43.650001525878906,44.68000030517578,43.459999084472656,44.599998474121094,43.9822998046875,7090000,KR
2021-12-13,44.38999938964844,45.970001220703125,44.209999084472656,45.630001068115234,44.99803924560547,8903600,KR
2021-12-14,45.63999938964844,46.91999816894531,45.029998779296875,45.58000183105469,44.94873046875,6991500,KR
2021-12-15,45.77000045776367,46.470001220703125,45.63999938964844,46.220001220703125,45.57986831665039,9058300,KR
2021-12-16,46.09000015258789,46.220001220703125,45.45000076293945,45.90999984741211,45.27416229248047,9585300,KR
2021-12-17,45.86000061035156,47.040000915527344,44.77000045776367,44.790000915527344,44.169673919677734,13750500,KR
2021-12-20,44.790000915527344,45.95000076293945,44.709999084472656,45.5099983215332,44.87969970703125,10286000,KR
2021-12-21,45.22999954223633,45.689998626708984,43.599998474121094,43.869998931884766,43.26240921020508,10436600,KR
2021-12-22,43.91999816894531,44.220001220703125,43.02000045776367,43.52000045776367,42.917259216308594,6016000,KR
2021-12-23,43.4900016784668,43.77000045776367,43.18000030517578,43.209999084472656,42.61155319213867,4115600,KR
2021-12-27,43.310001373291016,43.79999923706055,43.040000915527344,43.7400016784668,43.134220123291016,3772400,KR
2021-12-28,43.790000915527344,44.439998626708984,43.7400016784668,44.41999816894531,43.8047981262207,5230600,KR
2021-12-29,44.5,44.880001068115234,44.29999923706055,44.709999084472656,44.09077835083008,3985300,KR
2021-12-30,45.27000045776367,45.630001068115234,44.66999816894531,45.13999938964844,44.51482009887695,4571900,KR
2021-12-31,45.11000061035156,45.70000076293945,45.11000061035156,45.2599983215332,44.63315963745117,4755500,KR
2022-01-03,44.90999984741211,45.220001220703125,44.52000045776367,45.189998626708984,44.56412887573242,6024700,KR
2022-01-04,45.18000030517578,46.33000183105469,45.099998474121094,46.16999816894531,45.53055953979492,10378100,KR
2022-01-05,46.31999969482422,47.540000915527344,46.279998779296875,46.810001373291016,46.16169738769531,8367700,KR
2022-01-06,47.02000045776367,47.43000030517578,46.349998474121094,47.119998931884766,46.46739959716797,7115600,KR
2022-01-07,47.25,48.88999938964844,47.13999938964844,48.119998931884766,47.45355224609375,8672700,KR
2022-01-10,48.290000915527344,49.58000183105469,48.150001525878906,49.099998474121094,48.419979095458984,10633500,KR
2022-01-11,49.11000061035156,49.689998626708984,47.33000183105469,47.709999084472656,47.04922866821289,8873500,KR
2022-01-12,47.04999923706055,47.27000045776367,46.16999816894531,47.13999938964844,46.48712158203125,6787000,KR
2022-01-13,47.2599983215332,50.150001525878906,47.150001525878906,49.47999954223633,48.794715881347656,12665700,KR
2022-01-14,49.38999938964844,49.90999984741211,48.650001525878906,49.119998931884766,48.439701080322266,7060700,KR
2022-01-18,48.91999816894531,49.11000061035156,48.279998779296875,48.59000015258789,47.91704177856445,7173100,KR
2022-01-19,48.70000076293945,49.08000183105469,48.060001373291016,48.58000183105469,47.90718460083008,4956300,KR
2022-01-20,48.560001373291016,48.84000015258789,47.11000061035156,47.27000045776367,46.615325927734375,7489900,KR
2022-01-21,47.529998779296875,47.7599983215332,46.81999969482422,46.91999816894531,46.27016830444336,5832900,KR
2022-01-24,47.029998779296875,48.43000030517578,46.790000915527344,47.720001220703125,47.05908966064453,8880200,KR
2022-01-25,46.29999923706055,46.869998931884766,45.04999923706055,45.08000183105469,44.45565414428711,9981100,KR
2022-01-26,45.040000915527344,45.33000183105469,44.18000030517578,44.380001068115234,43.765350341796875,9921800,KR
2022-01-27,44.540000915527344,45.560001373291016,44.540000915527344,45.400001525878906,44.77122497558594,6770500,KR
2022-01-28,43.630001068115234,44.15999984741211,42.88999938964844,43.470001220703125,42.86795425415039,10170300,KR
2022-01-31,43.279998779296875,43.810001373291016,42.70000076293945,43.59000015258789,42.986289978027344,6861900,KR
2022-02-01,43.5,44.369998931884766,43.150001525878906,44.130001068115234,43.51881408691406,5870600,KR
2022-02-02,44.02000045776367,44.470001220703125,43.380001068115234,44.099998474121094,43.48922348022461,7003600,KR
